text,label
"کامنت زیبا
",1
"سلام آقازاده
",0
"عزیزم‌ان شاالله به زودی عکس خوشکلت رو وقتی‌داری راه میری روی فرش زیبای تو خونه قشنگتون نرگس جان پست بذاره
",1
"دیگران اره ولی من نه
",0
"‌ای جونه دلم که با هر چیز ساده‌ای میخندین بچه‌های پاک و معصوم ، خدا فقط عوض اینکاراتو بده نرگس جان ، پایدارباشی عزیزم
",1
"حرف حساب
",0
"عالی‌بود بسیار متشکرم
",1
"کیرم تو دهن مال مردم خورت
",0
"ینی خدا وقتی شما رو افرید فکنم یه روز کامل باید ب خودش احسنت گفته باشه
",1
"کسی ک پدرش لقمه حرام دهنش بزاره‌ی گاو دهن مث تو والبته حروم زاده بیشتر نمیشه
",0
"عزیزم شما نخون حتما ارتباط نزدیک با ایشون دارید که در جریان زندگیشون بودین چندین میلیون جوان ایران که در مغزهاشون چه چیزهای باطلی که نمیگذره واقعا چنین داستان حقیقی زندگی یک دختر هم عصر خودشون جدا خواندنیست و مایه بزرگ اندیشی و همت و اراده و یک تجربه بزرگ من داستان زندگی پروفسور حسابی رو هر شب برای بچه هام میخوندم وقتی ده ساله بودن و در همون ده سالگی چیزهای بزرگی یاد گرفتند موفق باشید
",1
"اقا ساشا گل من برنده قرعه کشیتون شدم ازتون خواهش میکنم دایرکت چک کنید
",0
"سوال ما این است ؛ این همه اخلاص و مهربانی و درک عظیم انسانی را از کجا آورده‌اید پاسخ ما هم این است ؛ وقتی وصل باشی فقط عشق و ایثار را میبینی مثل شما زنده باشید و مستدام
",1
"من سی میلیون بدهکارمو تو ، خوشبحالت
",0
"خدا خیرت بده بانوووو
",1
"مرده شورقیافه نحستوببرن ، مادرنمونه
",0
"عزیزم شما تعریف منافع شخصی رو هنوز نمیدونی پس بحث با شما مثل اب در هاونگ کوبیدن واقعا متاسفم با وجود امثال تو جنگ تو خاور میان تا ابد ادامه خواهد داشت و مردم کشور من هر روز بدبختر از دیروز
",1
"آره من انتقاد دارم اینی که داره اینجوری حال میکنه با پول منه خب حالا خب حالا بیا فتوا بده
",0
"احسنت
",1
"وای چقدر پولداری چه جاهایی میری به به چه چه
",0
"منم شرکت کردم ، که شما بهشتی زیبا را در این منطقه بر پاکنید ، کاملا از شما ساخته است
",1
"چه جای قشنگیه
",0
"فرشته مهربون من خدا ایشالا پدر و مادرت و رحمت کنه اعتبار ایران هستی
",1
"ریدم تو اون پولایی ک تو خونواده یه حرم خورتومیخورین شماهادارین نون میزنین توخون مردم ایران کوفت میکنین‌داری از خرابه هایه زندگی مردم ایران واسه خودتون کاخ میسازین نحاست و کسافط کل زندگیتونو گزفته تف ب شرفتون عربایه ب ظاهرایرانی
",0
"سلام هم حجی امید وارم حالتان خوب باشد خدا خیرتان بدهد نرگس جان میشه شماره تلفنت را به من بدهی کار واجب داشتم باهاتون میخوام خصوصی بهتون بگم
",1
"تورو خدا دایرکت منو جواب بده داداش جون مامانت
",0
"افرین به امید اینده نزدیک فرهنگ کشور خودمون
",1
"خوش ب حالت بخدا زندگیه‌ها
",0
"به خدا تو فرشته ابی بی‌نظیری تو عزیز همه‌ای تو عشقی
",1
"و روز حساب نزدیک است
",0
"ممنونیم فرشته بی‌بال همیشه در صحنه
",1
"منظورت اینه که شما نمیتونین هیچ غلطی بکنین پس الکی حرص نخورین
",0
"خدا بهت عزت بده ، شیرزنی روح عزیزات شاد
",1
"آقا ساشای محترم و دوست داشتنی ، میشه ازت خواهش کنم لطفا دایرکت رو چک کنی
",0
"احسنت به پدرو مادر نرگس خانوم ک چنین فرشته‌ای رو بدنیای ما هدیه دادن روحشون شاد و یادشون گرامی
",1
"نظراتو بکن تو کونت بچه باباییی با پول بابایی برو کون بده
",0
"آره عزیزم خدا همه انسانها رو یکسان آفرید ، ولی اون چیزی که انسانهارو از هم متمایز میکنه رفتار و اعمالشونه ، یکی مثل تو پر از آرامش و تواضع و کمک به هم نوع ، مهربون و فداکار ، یکی هم مثل مسیح علینژاد همش دنبال دعوا و درگیری و این و اون رو به جون هم انداختن ، بدون اینکه ذره‌ای خیر به کسی برسونه
",1
"همش کلاهبرداریه لطفا کسی دنبال این چیزا نره خواهر کسه‌ها بس کنید
",0
"نرگس خانم زیبااااا ممنون از کارهای زیبات ولی بنظرم اگه پولها بیشتر به ساخت منزل تعلق بگیره بهتر از اینه که باهاش یخچال و لوازم خانگی خرید بشه چون آدمهای اونجا این توان کم کم پیدا میکنن تا لوازم داخلی منزلشون را خودشون تهیه کنن بنظرم اگه بوجه مالیتون را اختصاص به تکمیل همه خونه‌ها بدین بهتر باشه
",1
"همش کلاهبرداریه لطفا کسی دنبال این چیزا نره خواهر کسه‌ها بس کنید
",0
"احسنت به کردهای عزیز که همیشه مرزبان نظام بودن و احسنت به خانم کلباسی که با عشق و محبت در کنار این مردم ماند و امید رو در دل این عزیزان زنده کرد
",1
"اخه بچه کونی روزی میرسه که مثل سگ میاریمت تو ایران بعدش به تعداد ریال‌های که از بیت المال خوردی به کونت مزاریم که صدات تا اونوردنیا بره پس بچه لاشی اقد کس و شعر نگو چون‌داری کونت رو با این کارها به فنا میدی با اینکه میدونم تو کونی هستی خیلی دوست‌داری پس کیر ترامپ که از کیر سگ نجس‌تر به کون و دهنت بره بچه لاشی میری با ماشین‌های مردم عکس میگری فکر کردی چی هستی تو کیر ما بچه‌های ایران هم نیستی پس منتظر باش چونکه ترامپ داره میاد
",0
"مطمئن هستم همین لبخند کوچک باعث میشه کل خستگیت در بره خدا حفظت کنه فرشته نجات
",1
"چقد از اولین پست تا حالا و بعد رنگ عوض کردی شما
",0
"خیلی دوست دارم فرشته زمینی
",1
"پول مردم ایران میخوری تو بابای دزدت زرهم میزنی
",0
"نرگس عزیزم تو این روز گذشته برکت و حال خوبش تو زندگیم‌بود و به امید حال خوب همه‌ی جوونامون و حل شدن مشکلشون امروز هم شرکت کردم
",1
"دیووووص عن
",0
"نرگس عزیزخسته نباشید ، الان کدوم روستایید
",1
"خییییییییلی آدم زشتی هستی
",0
"همچنین خانومیدلتم مثل همیشه مهربون و شاد باشه
",1
"کیر تو اول آخرت
",0
"خیلی دوست دارم فرشته‌ی الهی
",1
"جریان چی
",0
"من به فدای نگاه معصومانه و لبخند زیبایت
",1
"بچه کونی
",0
"چه زیبا
",1
"اقا اگه بابا این دزد ک من نمیدونم قضاوت نمیکنم کاش باباها ماهام این مدلی دزد بودن
",0
"سوالی ک سخت ذهنو مشغول کرده و از شما خواهش میکنم ک حتما جواب بدید اینه : میشه بگین چرا اینقدرررر خوبین ایا شما یه فرشته هستید ک از اسمون اومده دمتون گرم ایولا دارید تا اخر باشما می‌مونیم خدا قوت اسطوره‌ی وفا
",1
"خوشم میاد کف دنیا جهانبخشی و دنبالش میکنی
",0
"خداخیرت بده
",1
"حالا گیر دادی به دنیا
",0
"الهی قربون خودت ودل پاکت مهربونم
",1
"دنیا جهانبخت برنده‌ی خز بلورین
",0
"لطفا ایمیل بزنید دوست عزیز
",1
"کسب درامد از مجازی دلار واقعیفقط نیاز به یک رایانه واینترنت وجیمیل داریدنرم افزار کریپتو تب استخراج بیت کویناز لینک زیر میتوانید دانلود کنین : تو کانال تلگرام زیر هم توضیحات کلی رو دادیم عضو بشین :
",0
"چقدر لبخندش قشنگه این کوچولوی زیبا
",1
"ساشا سبحانی تویی که درمورد ناموس مردم حرف میزنی ، ایا مطلب وحیدم خوندی که خواهرتو کرده ، پس دیگه به دیگران نگو بیغیرتی چون تو اگر میدونستی غیرت چیه اول خودت یه فکری بحال خواهرت میکردی
",0
"کاش مسئول حمایت از کودکان می‌شدی مطمئنا اگه‌بودی نه کودک کاری داشتیم نه کودک آزاری خانوم کلباسی عزیز به راستی فرشته‌ای از آسمانی
",1
"سوژه جدیدت دنیا جهانبخته تو چیکار‌داری به اون خودت قدت سانته قیافتم عین گوز خر شرکه از قیافه و تیپ و هیکل دنیا ایراد میگیری
",0
"نرگس خانم بگویم فرشته بهتره باید وباید وباید جهت نماینده اصفهان و یاریاست جمهوری شرکت کنی
",1
"جریان این کلمه تمام هم که ساشا میگه مدام اینه که ، چندروز ازدست ممد ورسول فراری‌بود و بهشون کون نمیداد ، حالا واسه چی بهشون نمیداد این‌بود که یه پیرمرد به اسم حاج رضا بهش پول میداد بخاطر همینم میرفت دگه به اون میداد ، وقتی ممد ساشا رو بچنگ اورد بردش خونه خالی ، هی تا ته میکرد توش و هی میگفت بگو تمام فلان کارو دگه نمیکنم و ، تمام فلان کارو میکنم و در اصل این تمام تکه کلام ممد‌بود که این فاظلاب یاد گرفت
",0
"سلام دوستان عزیزم ، از همه کسانی که این چهار روز همراه ما‌بودند ، ممنونم امروز روز آخر جشن پنج هزارتومانی است و ازتون‌ خواهش می‌کنم که سنگ‌ تمام بذارید تا جشن‌ دیماه را به خوبی با همدیگر به اتمام رسانیم با انجام این سه کار یکی از شرکت‌کنندگان روز پنجم جشن باشید : پنج هزار تومان اهدا کنید این تصویر و متن را در صفحه‌تان به اشتراک بگذارید پنج نفر از دوستان‌تان را در زیر این پست تگ کنید هر چند ساعت یک بار ، در بخش استوری اینستاگراممبلغ واریز‌شده‌و تعداد افراد اهدا‌کننده را اعلام خواهم کرد دوستتون دارم تعداد واریزی‌ها در روز چهارم جشن پنج هزار تومانی : 3٥1٥جمع کل مبالغ واریز‌شده‌در چهارمین روز از جشن هزار تومانی : میلیون و هزار تومان ‌ ‌بانک صادرات ایران‌شماره کارت : ‌شماره حساب : ‌شبا : ‌ زلزله یاران عشق نرگس کلباسی جشن یاران عشق
",1
"واقعا شما چجور انسان‌هایی هستید انسانم ارزوست
",0
"اینجا ایران عزیزم یکی‌ام کارش درست رو کله پا میکنن ، پستر از اونا وجود نداره
",1
"کسای که پیش‌بینی فوتبال میکنید فرمهای خوب با ضریب بالا و قیمت مناسب بیای دایرکت میفهمی چقدر قیمت پایینه درصد درست و مناسب
",0
"خسته نباشی دستت دردنکنه عزیزی
",1
"کسای که پیش‌بینی فوتبال میکنید فرمهای خوب با ضریب بالا و قیمت مناسب بیای دایرکت میفهمی چقدر قیمت پایینه درصد درست و مناسب
",0
"وقتی هنوز میشه ادم اینقدر خوب ونیرومند باشه چرا نمیبینیم چنین ادمهای حتی خیلی اندک امیدرارم خدا نگهدارت باشه نرگس عزیز
",1
"دنیا باشگاه میره هیکلی ایده آل داره پ ن زن خشک لاغر پوست استخون خوبه اخخخخخدایی من درعجبم بعضیا چطوری از زن لاغر خوششون میاد
",0
"سلام عزیزم صبح آدینت به خیر و خوشی
",1
"حالا گیر دادی به دنیا کله ایرانو ایسگا کردیا
",0
"قطعا چیزی جز امیدوار کردن دو باره نیست ، گاهی و شاید همیشه کسی رو می‌خوایم که یادآوری کنه ، شما فرشته امیدی نرگس
",1
"از افشانی کشیدی ،‌داری میری دور جهانبخت
",0
"عزیز دل مهربون‌ای کاش رئیس جمهور این مملکت بودی
",1
"سلام علی 3٥ سال تهران هستم قدم 183 ، دختر یا خانم قد بلند و خوشگل برای دوستی و رابطه از تهران بیاد دایرکت ، همه جوره ساپورت میکنم
",0
"درود بر توای شیر زن تو باعث غرور سرافرازی یک ملت زجر کشیده هستی امیدوارم همیشه ایستاد بر قله‌های بلند افتخار دور از گزند بدخواهانت باشی ، تو یک فرشته‌ای ودیگر هیچ
",1
"دوستان هر کی میگه ساشا ابرو موکتیه کامنتمو لایک کنه
",0
"چقدرمشخصه کارات مخلصانه هست نرگس عزیز
",1
"ساشا چی شد مامور‌ها گرفتنت
",0
"نمیدونم چه کلمه و واژه‌ای مناسب شماست ، فرشته‌اید
",1
"ساشا چرا لایو قطع شد
",0
"عاشقتم
",1
"بهترین کانال فیلم و سریال ایرانی و خارجی دانلود از طریق لینک و فایلعالیییییییییییییه
",0
"مهربانو
",1
"شما عکسشو واسه خودت نگه‌دار که هرردز باهاش کلی حال کنی شومبول دوست
",0
"واقعا شما یک فرشته هستید خدا خیر تون بده
",1
"اگه دستم بهت میرسید که میدادم‌بخوریش انتر خان
",0
"عزیزم چقد خوشحالهه مرسیی نرگس جونن
",1
"چکار دارید بهش سرتون به کار خودتون باشه
",0
"چقدر تواینوعکس زیبا افتادی
",1
"چرا تو انقدر نچسبی به نظرم تو بچگیت خیلی سختی کشیدی همش تقصیر این پدرای پدر سگتونه
",0
"بانوخداقوت ، تواین شبهای وروزهای عزیز اجرتون باامام ایثاروازخودگذشتگی
",1
"اول و اخرتو گاییدم چون پسر یک حرامزاده‌ای
",0
"چه دختر زیبایی
",1
"هیچی
",0
"حتما بانو دختر ایرانم اطاعت ، مثل همیشه زیبای ایرانی
",1
"تمامه استوریا در اورجینال فن پیچ
",0
"خدا قوت عزیزم
",1
"لاشی اون مادر افریطه توئه که بهت یاد نداده دهنتو مثل چاه توالت باز نکنی به هیچ کس گه خوریش نمونده که چی به ساشا میگم
",0
"شما یک فرشته‌ای ب خدا
",1
"قیمه هارو نریزی تو ماستا
",0
"درودبه شمانرگس جان خسته نباشی عزیزم موجب افتخارکشورمون هستی خدابهت سلامتی بده
",1
"همه یاد گرفتن واس دیده شدن بیان به ساشا فحش بدن
",0
"نرگس خانم دوباره اشک در چشمانم جمع شد از این همه مهربانی و محبت
",1
"پلشت تو بابات کیر ایرانو میخوره تو هم خایه اای باباتو ‌
",0
"عزیزم میتونی برای شهرها و روستاهای محروم و فقیر ایران گروه تشکیل بدهید وبا همین روش و کمک مردم در همه‌ی زمینه‌ها به آن‌ها هم کمک کنی
",1
"یعنی نیای ایران دیگه خشک خشک
",0
"شما زیباترین تندیس یک فرشته‌اید در لباس انسان دوستتون دارممممممممم
",1
"برو کیف کن واسه خودت ولش هر چی میخوان بگن اختلاس که نکردی عشقشو ببر
",0
"چه تصویر زیبایی خدا کنه تداوم داشته باشه و دولت قدرتو بدونه و یاریت کنه شما درس خدمت ومهر ونوعدوستی و انچه برای خود میپسندی ب تی دیگران بپسند را به مسولین دادی خداکنه یاد بگیرن خالصانه بی‌ادعا ودرطبق اخلاص برای بهترین مردمان سرزمینم‌داری خدمت میکنی خیلب دوست دارم ببینم خانم گل مهربون من مشهد هستم امیدوارم یک سفربیای وخودم میام فرودگاه دنبال توعیق وافتخاری است برای من
",1
"تو یکی خفه شو مادر جنده حروم زاده اصلا نمیدونم چرا یه سری انقدر به تو بچه سوسول بها دادن که خودتو آدم فرض کنیو بیایی تو اینستا وقت مردمو بگیری حیووووون اخه تو اصلا میدونی زندگی چیه تویی که زنا زاده‌ای دیگه زر نزن آشغال
",0
"آخ آخ عشق بخدا عشقی
",1
"داداش خوشتیپم کس خوار بدخوات
",0
"نرگس عزیزم شیرزن تو الگو همه زنان ایرانی
",1
"اسم شاشا واقعا برازندته
",0
"درود بر شما نرگس عزیزو دوست داشتنیشما که در سینه‌ات قلبی از طلا داری
",1
"اعه عن
",0
"نرگس همیشه مهربان
",1
"چقد ازت متنفرم سا شا
",0
"عزیزدل همه ما هستی
",1
"عکس آخرین حکم اعدام برای وحید خزایی رو استوری گذاشتم ببینین
",0
"خدا خیرتان دهد و روح مادر و پدرتان از این ثواب بهره مند شوند
",1
"یابو
",0
"خانم کلباسی عزیزسلام درودبرشماوشرف تان شمانمونه یک انسان به تمام معناهستید خداوندبه وجودعزیزتان سلامتی بدهد
",1
"تنهایی بیشتر بهت میاد
",0
"خداقوت فرشته مهربان از دوردستاتومیبوسم
",1
"ریدم به کلت و مخت کچل حرومزاده میرینم به هیکل پدر دزدت حرومزاده بی‌قیرت حتی اینقدر بی‌ارزشی وپرچی که حتی اشخاصی که تو فیلم پورنو بازی میکنن از تو مرداشون باقیرت ترند
",0
"عشقی نرگس جان
",1
"سلام ساشا منو شات کن
",0
"منم عاشقش شدم بانوپر از حس پاک این خنده
",1
"کس ننه جندت شاش سبحانی
",0
"عشقی نرگس عشق ارزومه‌ی روز ببینمت
",1
"مدل جهت کاشت ناخن فقط با پرداخت هزینه مواد « محدوده شرق تهران » هماهنگی دایرکت
",0
"مهربان بانو ، تنت همیشه سلامت ، روحت سلامت‌تر ، نازنینم
",1
"خاک تو سر جندت
",0
"عزیزممم چقدر دوست داشتنیهمرسی ازتون که اینهمه حس خوب میدین به همه
",1
"علی کریمی تخمشم تو دهنت نمیکنه کسکش
",0
"چه متن فوق العاده‌ای اشک تو چشمام جمع شد چقد زیبا توصیف کردی این فرشته‌ی زمینی رو
",1
"کیرخر توی کوس مادرت
",0
"خداوند پناهت دوشیزه سادات عزیز ومهربون ، مهر بانوی دوست داشتنی وعزیز قلبم
",1
"بیوگرافی ساشا سبحانیساشا سبحانی متولد در تهران و فرزند احمد سبحانی سفیر سابق ایران در ونزوئلا می‌باشدوی چند سالی است در خارج از کشور زندگی می‌کند و راه و روش و شیوه زندگی خودش را خانواده‌اش جدا کرده است محمد ساشا سبحانی فارغ التحصیل لیسانس رشته مدیریت بازرگانی از دانشگاه در ونزوئلا می‌باشد ، او پسر یکی از سفیران سابق ایران است که حالا بخاطر زندگی لاکچری اش معروف‌شده‌است به اولقب آقا زاده و ژن خوب داده‌اند زندگینامه ساشا سبحانیمحمد سبحانی معروف به ساشا سبحانی فرزند احمد سبحانی سفیر سابق ایراندر مکزیک و ونزوئلا در دوران ریاست جمهوی احمدی نژاد می‌باشد و یک خواهر بنام فائزه داردنام ساشا سبحانی اولین با در سال با عنوان قتل در مهمانی پسر سفیر ونزوئلا سر زبان‌ها افتاد ، ماجرا هم درگیری دونفر در مهمانی او در پارتی شبانه بودنداین جریان بعد از مدتی از دستگیری و مشخص شدن عدم نقش سبحانی در قتل او از بازداشت آزاد شد فیلم لور فته ساشا سبحانی با یک زن لختچندی پیش وی با انتشار لایوی در اینستاگرامش خبر ساز شد البته جنجالی شدن این کلیپ به خاطر لایو بودن و موسیقی و حرکات موزون ساشا نبود بلکه به خاطر حضور دختری روی تخت با تن عریان‌بود که در پشت سر لایو اینستاگرامی ساشا ناگهان دیده شد وی می‌گوید : بابت همان فیلم که پشت سرم خانومی لختی‌بود ، چند ماه پیش وقتی رسیدم فرودگاه ایران ، بازداشت شدم کلی از تکه‌‌های آن فیلم ادیت‌بود فیلم را به پلیس فتا دادم ، بررسی کردند و متوجه شدنددر مرجع قضایی جواب دادم تاوانش را هم دادم ، لایو را ضبط کرده و بعد از ادیت ، آن را پخش کرده بودندزندگی لاکچری ژن خوب ساشا سبحانیانتشار عکس‌های لاکچری از پسر یک سفیر آن هم با وجود دوگانگی از عکس‌هایی از کربلاو مکه سوریه با عکس‌های شراب ، روابط غیر اخلاقی ، کشتی شخصی و ماشین‌های میلیاردی موجب واکنش منفی مردم نسبت به استفاده او از رانت پدرش شدساشا می‌گوید : کسانی که دوستان نزدیک من هستند ، می‌ دانند که من از سالگی روی پای خودم ایستادم و تا الان از پدرم پول نگرفته‌ امالان هم که دوبی هستم ، زیر حمایت پدرم نیستم همه می‌دانند نه پدرم به من پولی می‌دهد ، نه تا به حال از پدرم پولی خواسته‌ام و نه حمایتم کرده استمن به خاطر این که قبلا در ونزوئلا زندگی می‌ کردم ، آن جا مدرسه رفته‌ و زبان اسپنیش یاد گرفته‌‌ام خودم از بچگی پول درآورده‌ام سالگی به ونزوئلا رفتیم ، سالگی کاملا به زبان اسپنیش مسلط بودمشغل ساشا سبحانی چیستآن زمان وقتی ساله‌بودم وقتی هیات‌‌های ایرانی
",0
"تو بی‌نظیری نرگس عزیزم
",1
"خیلی حال بهم زنی بخدا حروم لقمه‌تر و لاشی‌تر از تو به عمرم ندیدم
",0
"فرشته هر جا بری کنارتیم
",1
"وکالت کلیه دعاوی حقوقی و کیفری ملکی ، ثبتی ، خانوادگیبانکی ، شهرداری و ماده مالیات ( مشاغل ، سرقفلی ، مالیات بر ارث ) سوالات حقوقیتون رو دایرکت مطرح کنید
",0
"خسته نباشید عزیز دلم
",1
"اوسگول به پرو پای علی کریمی نپیچ فضول و گوه خوده زندگی شخصی هستی تو
",0
"عاشقتم فرشته مهربون
",1
"راست میگی به پرو پای من بپیچ اوسگول میمون چی توز موتوری
",0
"از عاشقان شنیدم زیباترین دعارا تابیکرانه دیدم پرواز تا خدا را
",1
"ساشا شاشو قدکوتولو مرتیکه ریقو
",0
"سلام نازنینم خدا قوت خیلی وقت‌بود دوست داشتم بیام سر پل ذهاب متاسفانه اطلاعات دقیقی ندارم آیا محلی یا هتلی برای اقامت وجود دارد و از کرمانشاه تا سرپل ذهاب چند کیلو متر است میشه رفت و آمد کرد ممنونم دوست دارم فرشته ی جهان هستی
",1
"انصافا نمیترسی از این همه نفرین
",0
"مبلغ ناقابلی واریز شد عزیزم به امید ایرانی آباد
",1
"منم ریدم
",0
"عزیزم چه عکس خوبی از این پسر شیرینمون گذاشتید ممنون وخدا قوت نرگس جون نازنین
",1
"‌داری با پول مردم عشق و جال میکنی نفرین بهت
",0
"اونوقت چرا میگن فرشته حرف نمیزنن
",1
"کیرم تو کس آبجیت اون پولای حروم بزنه بیرون ایشاالله
",0
"وای خدای من مگر میشه یه ادم تو این زمانه ما اینقدر مهربان و با گذشت باشه اگر تو این کشور تا مسول مثل شما داشتیم حال روز این کشور اینجوری نبود که یک عزیزی مثل شما تمام زندگیش بزاره تو مناطق زلزله
",1
"دیدی مگه بفرس برام
",0
"چطورباید شرکت کنیم عزیزم فرشته‌ی مهربونم
",1
"بابات گردن میگردت
",0
"اجرت باخدا عزیزم عمرت طولانی و باعزت نازنینم خدانگهدارت بادفرشته‌ای درلباس انسان
",1
"کسکش حروم زاده به علی کریمی توهین نکن بی‌شرف نمک به حروم بی‌حیای بی‌نزاکت تو یه بی‌وجدان بی‌شرفی ک دومی نداری بی‌خاصیت
",0
"خدا خیرت بده نرگس جان خستگی ناپذیر
",1
"خارجنده
",0
"عزیزم وظیفه ما‌بود ما انسانیم و هم وطن شما منت گذاشتید پذیرفتید مطمئنا اگر برای ما پیش می‌آمد شما هم به ما کمک می‌کردید خواهر عزیزم امیدوارم هرجا هستی خوشبخت و عاقبت بخیر باشی زیر سایه پدر و مادر عزیزت
",1
"چرا به این انقدر فحش میدین
",0
"تو عزیزی تو مهربانی تو فداکار‌ترین انسانهای روی زمینیمن قربان تو وانسانیت تو والا‌ترین انساها تویی خدانگهدار تو باشد
",1
"چیکار کرده
",0
"چقدر ماهی شما اخه ، خدا بهتون سلامتی بده فرشته‌ی مهربونیا
",1
"کس ننت حروم زاده
",0
"در پناه یزدان ، سلامت باشی نرگس عزیز
",1
"حروم خور کیرم تو دهن مادرت به پدرتم فوش نمیدم چون معلوم نیست کیه
",0
"زنده باشید نرگس عزیز شما انسانیت را دوباره معنی کردید امیدوارم طوووول عمر با عزت داشته باشید
",1
"پدر اشغالت چرا نمیاد جمت کنه کیری
",0
"چقدر بزرگ و مهربونی نرگس
",1
"بی‌پدر حرومزاده حروم خور
",0
"خدا قوت فرشته‌ی روی زمین
",1
"کس ننه هر کی گوه خور و بد خواه کریمی هستش
",0
"فرشته مهربون
",1
"دقیقا مثل من
",0
"مرسی فرشته ایرانی
",1
"ننتو
",0
"شما فرشته‌ای خدا بهت سلامتی و قدرت بیشتر بده
",1
"حرفشون کاملا درسته ساشا ایرادش صداقتشه مثل این بظاهر سلبریتها و فتوبالیستا متظاهر نیست همشون نون به نرخ روز میخورن هنرمند و فتبالیست نیستند دلال‌ان بیشتر
",0
"به تو افتخار میکنم و خوشحالم از اینکه تونستی به هدفت برسی موفق باشی دختر عزیزم
",1
"از بیکاری خسته شدی کسب در امد به دلار از طریق استخراج رایگان بیت کوین ( اموزش در کانال )
",0
"چقدمهربونی خداحفظتون کنه
",1
"اخذ ویزا شینگل و کانادا دایرکت
",0
"خسته نباشی عزیزم خداخیرت بده
",1
"علی کریمی خیلی بهتر از تو و امثال تو ، حد‌اقل شریفه و معرفت داره ، باباش معلومه کیه
",0
"عزیزم نرگس جون ممنونم ازت این خنده‌ها بخاطر لطف خدا و محبت شماست
",1
"قیافت مثل کیر ختنه شدست
",0
"منتظرتیم عزیزم
",1
"اسکل چهل پدر در حدی نیستی که به علی آقا بی‌احترامی میکنی
",0
"آفرین به تو شیر زن ایرانی و فرشته زمینی خدا یار و نگهدارت باد
",1
"بابات خودش گفت پشت رسانه تو رو گردن نگرفت خیلی معنی بدی میده خاک تو سرت کص کش
",0
"خانم کلباسی من عاشقتم
",1
"حروم زغده تخم لای پات‌داری ادرس بزار ولد زنا
",0
"کی از این همه رشادت تو ناراضی می‌تونه باشه فرشته نرگس
",1
"کسخول تو که پول‌داری فیسه کیریتو درست کن شبیه خوک میمونی
",0
"‌ای خدااااا تو دیگه کی هستی ، چقدر خوبو بی‌ریایی ، چقدر پاکو یکرنگی ، همیشه باعزت باشی مهربانوی ایران
",1
"خارکسه انگیزت از زندگی چیه
",0
"خدا حفظتون کنه‌ان شالله همیشه سلامت شاد وموفق باشی مهربون
",1
"خو گو میخوری خودت دنبالش میکنی
",0
"واقعا همچون گل نرگس تبسمی زیبا بر لبها مینشانی روح والدینت شاد وقرین رحمت باد
",1
"کس خواهر مادرت تا دیگه گوه علی کریمی رو نخوری
",0
"سلام خانم کلباسی عزیز ، با تشکر فراوان از زحمات شما ، من از مردم شنیدم مردم قصر شیرین در چادر هستند خواستم یه سری هم به قصر شیرین بزنید ، ممنون
",1
"ساشا جون بده بکنیم توش معلومه کون خیلی خوبی‌داری ببین ننت چیه لامصب
",0
"مشکلاتی که تو هند داشتی یادته عزیزجان اینجا هم هست اون قضایا من منتظر این حرفها‌بودم فقط نمیدونم چرا اینقدر دیر رو کردند فتنه شون رو اینحا کشور بخل و حسادته کشور سنگ پرانی منتظر مهربانی نباش اگر میخواهی ادامه بدی
",1
"ایشالا هرچی با پول مردم میخوری سرطان بشه تو دلت
",0
"نزدیک عیده و وضع اقتصاد خرابه و گرونیه بخاطر همین برای اولین بار تو اینستا ما تبلیغاتو با قیمت پیشنهادی شما انجام میدیم با بازدهی عالی انسانیت قیمت نداره در آمد حاصل صرف نیازمند میشه امیدواریم بازار همه شغلها خوب بشه الهی آمین دوس داشتین شما هم این کار رو بکنین تا نزدیک عید کمتر کسی شرمنده خانواده بشهسفارش تبلیغ دایرکت پیام بدین
",1
"بلاکش کنید این حرومیو
",0
"عالی
",1
"شرت ابجیت پیش کریمی هست مگه کس کش کریمی خاهرتووو گاییده
",0
"خدا رو شکر که به همت نرگس و تیمش و مردم و عزیزان زلزله زده ، اوضاع هموطنان عزیزمون داره به سامان می‌رسه
",1
"آخه لجن با این طرز حرف زدنت حرفت حقم باشه مفت نمیرزه چون مثل آدم حرف زدن بلد نیستی
",0
"قدم هاتون استوار نرگس عزیز
",1
"مجددا کص ننت
",0
"درخت میوه‌دار بکار مهربون خانوم
",1
"ماد کسته این پولا خوردن نداره شک نکن سرطان میشه به هیکلت تخم حرون
",0
"فرشته مهربونی خدا قوت فدای اون خنده‌های بی‌ریا و بی‌کلکت خوش بحالت برای این حال خوب پایدار باشی فرشته زمینی
",1
"مادرجنده این پولا خوردن نداره حق مردم این اول سرطان میشه به هیکل خودت بعد کیر میشه تو ناموست
",0
"عجب مرجعیه ک کمک کردن رو فرقه‌ای کرده بعدشم دوست عزیز این ک میگید فرقه کاملا اشتباهه بهتره بگید آیین یارسان جز اولین آیین‌ها بوده
",1
"تو چیکار ب‌علی کریمی‌داری اخه بی‌ناموص
",0
"خانم کلباسی کاش همه مثه شمابودن مهربان وپیگیر اگه مسعولین کشورمثه شما باوجدان ومهربون بودن الان کشورمون گلستان میشد اگه شمارییس جمهور بشی من بهت صدتا رای میدم
",1
"قیافت عین کون مرغ میمونه
",0
"عشق در وجود شماست خیلی عالی بود
",1
"تو روح خودت و اجدادت ریدم
",0
"فقط میتونم بگم بی‌حد و مرز ازتون ممنونیم شما فرشته‌ی نجاتی هستین ک از طرف خدا برای مردم کرمانشاه فرستاده
",1
